Review #,Brand,Variety,Style,Country,Stars,Top_Ten_Y/N,Top_Ten_Year,Top_Ten_Rank,Top Ten
776,Sarimi,Isi 2 Rasa Kari spesial,Pack,Indonesia,3.75,N,,,
775,JML,Seafood,Bowl,China,3,N,,,
774,Indomie,Rasa Sup Sayuran Vegan,Pack,Indonesia,2.25,N,,,
773,Little Cook,TVP Stewed Pork,Bowl,Thailand,3.5,N,,,
772,Nongshim,Bowl Noodle Hot & Spicy Beef (New),Pack,USA,3.5,N,,,
771,Mi Sedaap,Mi Kuah Rasa Ayam Bawang,Pack,Indonesia,4,N,,,
770,Kailo,Chicken,Pack,Hong Kong,3.5,N,,,
769,Nissin,Cup Noodles Shrimp Picante Style,Cup,USA,3.25,N,,,
768,Fashion Foods,Oriental,Bowl,Thailand,0.25,N,,,
767,Fashion Foods,Mushroom Vegetarian,Bowl,Thailand,1.75,N,,,
766,Fashion Foods,Beef Pho,Bowl,Thailand,3.75,N,,,
765,Super Bihun,Kuah Rice Noodles,Pack,Indonesia,4.5,N,,,
764,Sempio,Seafood Noodle Cup,Bowl,South Korea,3.5,N,,,
763,Maggi,2 Minute Noodles Tricky Tomato,Pack,India,3.25,N,,,
762,Long Kow,Kimchi Pickle Bean Vermicelli,Pack,Taiwan,1.5,N,,,
761,Thai Kitchen,Garlic Vegetable Rice Noodle,Pack,USA,3.5,N,,,
760,Nissin,Big Cup Noodles Roast Chicken,Cup,USA,3.25,N,,,
759,Nongshim,Bowl Noodle Savory Lobster (New),Bowl,USA,3.75,N,,,
758,JML,Artificial Stew Pork,Bowl,China,3.25,N,,,
757,Indomie,Mi Goreng Vegan,Pack,Indonesia,4.25,N,,,
756,Daikoku,Bikkuchigekara Big Chige,Bowl,Japan,3.75,N,,,
755,Nongshim,Udon ,Bowl,South Korea,4.25,N,,,
754,Nongshim,Ansungtangmyun (US Version),Pack,USA,3.75,N,,,
753,Nongshim,Soba,Pack,South Korea,4.25,N,,,
752,Nongshim,Bowl Noodle Savory Tempura Udon,Bowl,USA,3.5,N,,,
751,Nongshim,Shin Ramyun Black Onion,Cup,South Korea,5,N,,,
750,Nongshim,Bowl Noodle Spicy Kimchi (New),Bowl,USA,3.75,N,,,
749,Sapporo Ichiban,Chow Mein (New),Pack,USA,5,N,,,
748,Hosoonyi,Naengmyeon Combo,Bowl,USA,3.75,N,,,
747,Nissin,Spoon-it Chicken,Pack,USA,3.5,N,,,
746,JML,Artificial Mushroom Chicken,Bowl,China,1.25,N,,,
745,Nongshim,Jinjja Jinjja,Pack,South Korea,5,N,,,
744,Payless,Instant Mami Beef,Pack,Philippines,3.25,N,,,
743,Mamee,Express Cup Tom Yum,Cup,Malaysia,3.75,N,,,
742,Golden Mie,chicken,Pack,Dubai,3.25,N,,,
741,Wei Lih,Good Good Eat Super Ramen Vegetable,Pack,Taiwan,2.75,N,,,
740,Indomie,Mi Goreng Sate (Local),Pack,Indonesia,5,N,,,
739,JML,Artificial Spicy Beef,Bowl,China,3.5,N,,,
738,Nissin,U.F.O. Yakiosoba,Bowl,Japan,3.75,N,,,
737,Gau Do,Chicken Shrimp,Pack,Vietnam,2.5,N,,,
736,Maruchan,Yakisoba Spicy Vegetable,Tray,USA,3.25,N,,,
735,Ottogi,Odongtong Myon Seafood,Bowl,South Korea,2.75,N,,,
733,Indomie,Rasa Soto Betawi,Pack,Indonesia,4.5,N,,,
732,Indomie,Curly Noodle With Chicken Chilli Paddi,Pack,Indonesia,4.25,N,,,
731,Indomie,Rasa Mi Kocok Bandung,Pack,Indonesia,3.25,N,,,
730,Indomie,Rasa Soto Banjar Limau Kulit,Pack,Indonesia,5,N,,,
729,Indomie,Mi Goreng Jumbo Beef,Pack,Indonesia,5,N,,,
728,Indomie,Rasa Kari Ayam Medan,Pack,Indonesia,5,N,,,
727,Indomie,Rasa Empal Gentong,Pack,Indonesia,4,N,,,
726,Indomie,Mi Goreng Cakalang,Pack,Indonesia,4,N,,,
725,Indomie,Mi Goreng Instant Cup Noodles,Cup,Indonesia,5,N,,,
724,Indomie,Curly Noodle With Laksa Chilli,Pack,Indonesia,3.5,N,,,
723,Indomie,Mi Goreng Barbecue Chicken,Pack,Indonesia,5,N,,,
722,Yamamoto,Seafood Ramen,Bowl,Japan,3.5,N,,,
721,Nongshim,Bowl Noodle Savory Beef,Bowl,USA,4,N,,,
720,Golden Mie,Chicken Curry,Pack,Dubai,3.75,N,,,
719,Nissin,Spoon-it Beef,Pack,USA,3.25,N,,,
718,Ottogi,Kiss Myon,Pack,South Korea,3.75,N,,,
717,Nissin,Ramen Bowl Spicy Chicken,Bowl,USA,3.25,N,,,
716,Vifon,Hu Tieu Ca Stewed Fish,Bowl,Vietnam,3.75,N,,,
714,Pulmuone,Nature Is Delicious Spicy,Pack,South Korea,3.75,N,,,
713,Nissin,Spoon-it Creamy Chicken,Pack,USA,4,N,,,
712,Four Seas,Seaweed,Bowl,Hong Kong,3.25,N,,,
711,Nongshim,Hearty Rice Noodle Beef,Pack,South Korea,4.25,N,,,
710,Saigon Ve Wong,Kung Fu Mixed Foods,Bowl,Vietnam,2.75,N,,,
709,Nissin,Chow Mein Spicy Chicken,Tray,USA,3.25,N,,,
708,Wu Mu,Pork Flavor Ramen,Pack,Taiwan,2.75,N,,,
707,Mee Jang,Noodle Soup Spicy Beef Garlic Onion,Bowl,Thailand,3.25,N,,,
706,Unif,Man Han Feast Spring Onion Eel,Bowl,Taiwan,4.25,N,,,
705,Golden Wheat,South Korean Style Beef,Cup,China,3.5,N,,,
704,Nissin,Chow Mein Chinese Chicken Vegetable,Tray,USA,4,N,,,
703,Nissin,Spoon-it Rich Hearty Beef Stew,Pack,USA,3.5,N,,,
702,Nissin,Demae Ramen Black Garlic Oil Tonkotsu,Pack,Japan,4.5,N,,,
701,Nissin,Big Cup Noodles Lime Chili Shrimp,Cup,USA,4,N,,,
700,Nissin,Chikin Ramen (Local),Pack,Japan,5,N,,,
699,Nissin,Cup Noodles Salsa Picante Shrimp,Cup,USA,3.5,N,,,
698,Nissin,Chow Mein Orange Chicken,Tray,USA,4,N,,,
697,Nissin,Spoon-it Rich Hearty Savory Chicken,Pack,USA,3.25,N,,,
696,Nissin,Big Cup Noodles Spicy Chicken,Cup,USA,3.5,N,,,
695,JFC,Japanese Style Noodle Curry,Bowl,Japan,4.5,N,,,
694,Vina Acecook,Kingcook Chicken,Pack,Vietnam,3.5,N,,,
693,Chewy,Stir Rice Vermicelli Indonesian Gado Gado,Tray,China,2.25,N,,,
692,Samyang,Assorted Vegetable Ramen,Pack,South Korea,3.75,N,,,
691,Mamee,Express Cup Vegetarian,Cup,Malaysia,2,N,,,
690,Maruchan,Yakisoba Savory Soy Sauce,Tray,USA,3.75,N,,,
689,Mee Jang,Noodle Soup Sour Spicy Shrimp Tom Yum,Bowl,Thailand,2.5,N,,,
688,Ohsung,Hong Ramyun Soy Peptide Hot Spicy,Pack,South Korea,3.75,N,,,
687,Nissin,Cup Noodles Xo Sauce Seafood,Cup,Hong Kong,3.75,N,,,
686,Mi Sedaap,Mi Segera Mi Goreng Perisa Sambal Goreng,Pack,Indonesia,4.5,N,,,
685,Indomie,Rasa Sup Buntut Oxtail Soup,Pack,Indonesia,2.75,N,,,
684,Dragonfly,Artificial Seafood,Pack,China,3.75,N,,,
683,Nongshim,Udon Garlic Teriyaki,Pack,South Korea,4.75,N,,,
682,Indomie,Instant Cup Noodles Mi Goreng Satay,Cup,Indonesia,4.25,N,,,
681,Nongshim,Hearty Rice Noodle Black Bean Vegetable,Pack,South Korea,3.75,N,,,
680,Vina Acecook,Kingcook Shrimp,Pack,Vietnam,2.75,N,,,
679,Mamee,Express Cup Fried Onion Chicken,Cup,Malaysia,3.25,N,,,
678,Wang,Kitsune Udon,Bowl,South Korea,4,N,,,
677,Nongshim,Shin Ramyun Shrimp,Pack,China,4.5,N,,,
676,Indomie,Spicy Coconut Shrimp,Pack,Indonesia,4.75,N,,,
675,Samyang,Nagasaki Jjampong,Pack,South Korea,4.75,N,,,
674,Paldo,Kko Kko Myun,Pack,South Korea,5,N,,,
673,Ohsung,Hong Ramyun Soup Soy Peptide Mild,Pack,South Korea,3.25,N,,,
672,Mug Shot,Chicken,Pack,UK,3,N,,,
671,Mug Shot,Spicy Sweet & Sour,Pack,UK,3,N,,,
670,Saigon Ve Wong,Kung Fu Artificial Chicken Rice Noodle,Bowl,Vietnam,3.5,N,,,
669,Nissin,Gozen Tempura,Bowl,Japan,4,N,,,
668,Saigon Ve Wong,Kung Fu Vegetarian,Bowl,Vietnam,2,N,,,
667,Nissin,Ramen Bowl Kimchi,Bowl,USA,3,N,,,
666,Lishan,Black Rooster Chicken,Pack,Taiwan,1.5,N,,,
665,Mama,Moo Nam Tok Rice Vermicelli,Pack,Thailand,3.25,N,,,
664,Thai Kitchen,Bangkok Curry Rice Noodle,Pack,USA,2.75,N,,,
663,Paldo,Jjajangmen Black Bean,Pack,South Korea,4,N,,,
662,Daikoku,Shokuh Kitsune Udon,Bowl,Japan,4.25,N,,,
661,Yamamoto,Ponpoko Tempura Soba,Bowl,Japan,4.25,N,,,
660,Lucky Me!,Beef Na Beef,Pack,Philippines,3.75,N,,,
659,Nissin,Ramen Bowl Spicy Shrimp,Bowl,USA,3,N,,,
658,Paldo,Hwa King Cup,Cup,South Korea,3.5,N,,,
657,Dragonfly,Onion,Pack,China,3.75,N,,,
656,Nissin,Ramen Bowl Hot & Spicy,Bowl,USA,3.75,N,,,
655,Cap Atoom Bulan,Mie Telor Asli,Pack,Indonesia,3,N,,,
654,Mee Jang,Sour Spicy Chicken Tom Yum,Bowl,Thailand,3.25,N,,,
653,Dragonfly,Artificial Pork Ribs,Pack,China,4,N,,,
652,Sapporo Ichiban,Shio,Pack,Japan,5,N,,,
651,Mi Sedaap,Mi Segera Mi Sup Perisa Kari Ayam,Pack,Indonesia,4,N,,,
650,Dragonfly,Artificial Chicken,Pack,China,4,N,,,
649,Pot Noodle,Chicken & Mushroom,Cup,UK,3.75,N,,,
648,Nongshim,Seafood Ramyun,Pack,South Korea,3.75,N,,,
647,Sunlee,Tom Yum Shrimp Noodle,Bowl,Thailand,3.5,N,,,
646,Yamamoto,Shoyu,Bowl,Japan,4.25,N,,,
645,Nongshim,Oolongmen Artificial Chicken,Cup,South Korea,3.75,N,,,
644,Sura,Knife Cut Rice Noodle,Bowl,South Korea,3.75,N,,,
643,Wei Chuan,Miso Vegetables,Pack,Taiwan,3.25,N,,,
642,Little Cook,Spicy Beef,Cup,Thailand,2.75,N,,,
641,Vina Acecook,Hao Hao Shrimp Onion,Pack,Vietnam,3,N,,,
640,Master Kong,Artificial Spicy Beef,Pack,China,4.25,N,,,
639,Nissin,Gozen Kitsune Udon,Bowl,Japan,5,N,,,
638,GreeNoodle,Yakisoba,Pack,Thailand,3,N,,,
637,Snapdragon,Chinese Mushroom Rice Noodle,Cup,Singapore,2.5,N,,,
636,Yamamori,Tom Yam Ramen Pork,Pack,Japan,4.75,N,,,
635,Ottogi,Buckwheat Bibim Ramyon,Pack,South Korea,1.1,N,,,
634,Baijia,Sichuan Hot Pot Sweet Potato Thread,Bowl,China,0.5,N,,,
633,Mr. Udon,Seafood Selection,Pack,South Korea,3.5,N,,,
632,Mr. Udon,Japanese Miso,Pack,South Korea,2.75,N,,,
631,Fashion Foods,XO Sauce,Bowl,Thailand,1.25,N,,,
630,Ve Wong,Kung Fu Artificial Mushroom Pork,Bowl,Taiwan,1.25,N,,,
629,Master Kong,Artificial Braised Beef,Pack,China,4.25,N,,,
628,Lucky Me!,Supreme La Paz Batchoy Beef Garlic,Bowl,Philippines,3.5,N,,,
627,Omachi,Spaghetti,Pack,Vietnam,3.75,N,,,
626,Ottogi,Yeul Hot Taste,Bowl,South Korea,3.5,N,,,
625,Pot Noodle,Bombay Bad Boy,Cup,UK,4,N,,,
624,Master Kong,Artificial Pork,Pack,China,3.75,N,,,
623,Wei Wei,"""A"" Series Vegetarian",Pack,Taiwan,3.25,N,,,
622,Daikoku,My Friend Vic Tanuki Udon,Bowl,Japan,4.75,N,,,
621,Ottogi,Jin Ramen Big Bowl (Hot),Bowl,South Korea,3.5,N,,,
620,Vifon,Phu Gia Bamboo Shoot Artificial Pork Bean Thread,Pack,Vietnam,1.25,N,,,
619,Yamamoto,Ponpoko Tempura Udon,Bowl,Japan,4.75,N,,,
618,Pulmuone,Cold Noodles By Dad,Pack,South Korea,2.75,N,,,
617,Nissin,Demae Iccho Sesame Oil Chicken Macaroni,Pack,Japan,3.75,N,,,
616,Maggi,2 Minute Noodles Thrillin' Curry,Pack,India,2,N,,,
615,Yamamori,Tom Yam Prawn,Pack,Japan,4.5,N,,,
614,Fuku,Superior Soup Rice Noodle,Pack,Hong Kong,2.5,N,,,
613,Saigon Ve Wong,Kung Fu Artificial Pork Flavor,Bowl,Vietnam,3,N,,,
612,Maruchan,Yakisoba Spicy Chicken,Tray,USA,1.75,N,,,
611,Batchelors,Super Noodles Low Fat Sweet Thai Chilli,Pack,UK,2,N,,,
610,Wei Wei,"""A"" Series Artificial Chicken",Pack,Taiwan,3.25,N,,,
609,Wei Wei,"""A"" Series Artificial Hot Beef",Pack,Taiwan,3.75,N,,,
607,Pot Noodle,Beef Tomato,Cup,UK,1.5,N,,,
606,Six Fortune,U-Dong,Pack,South Korea,4,N,,,
605,Little Cook,Artificial Onion,Cup,Thailand,3.5,N,,,
604,Batchelors,Super Noodles Low Fat Chicken Herb,Pack,UK,2,N,,,
603,Wei Lih,Goog Good Eat Super Ramen Hot Chili,Pack,Taiwan,3.75,N,,,
602,Nongshim,Oolongmen Artificial Seafood,Cup,South Korea,3.5,N,,,
601,Wei Chuan,Tomato Vegetables,Pack,Taiwan,4,N,,,
600,Maruchan,Ramen Noodle Soup Beef,Pack,USA,3.25,N,,,
599,Lucky Me!,Pancit Canton Extra Hot Chili,Pack,Philippines,4,N,,,
598,Little Cook,Vegetarian,Cup,Thailand,3.25,N,,,
597,Batchelors,Super Noodles Sweet & sour,Pack,UK,3.5,N,,,
596,Thai Kitchen,Lemongrass Chili Rice Noodle,Pack,USA,1.5,N,,,
595,Thai Kitchen,Spring Onion Rice Noodle,Pack,USA,3.75,N,,,
594,Haioreum,Asian Style Noodles Seafood,Bowl,South Korea,3.5,N,,,
593,Nongshim,Chapagetti Chajang,Pack,South Korea,4,N,,,
592,Batchelors,Super Noodles Mild Curry,Pack,UK,3.25,N,,,
591,Batchelors,Super Noodles To Go Chinese Space Rib,Bowl,UK,2.5,N,,,
590,Mama,Chand Clear Soup,Bowl,Thailand,3.5,N,,,
589,Vifon,South Korean Style Kim Chee,Bowl,Vietnam,4.25,N,,,
588,Vifon,Tu Quy Pork,Pack,Vietnam,2.75,N,,,
587,Sunlight,Steam Vermicelli,Pack,Taiwan,2.1,N,,,
586,Vedan,Bah Kut Tea Noodle For Vegetarians,Pack,Taiwan,3.25,N,,,
585,Ve Wong,Artificial Onion Flavor Bean Thread,Bowl,Taiwan,1.5,N,,,
584,Baijia,Single Noble Black Bone Chicken Sweet Potato Thread,Cup,China,0,N,,,
583,Vifon,Phu Gia Cua Crab Bean Thread,Pack,Vietnam,2.25,N,,,
582,Koyo,Tofu & Miso,Pack,USA,2.5,N,,,
581,Koyo,Mushroom,Pack,USA,2.75,N,,,
580,Baijia,Hot & Sour Casserole Stewed Rice Noodle,Pack,China,0,N,,,
579,Baijia,Sichuan Pickled Sweet Potato Thread,Pack,China,1.75,N,,,
577,Pot Noodle,Chinese Chow Mein,Cup,UK,3,N,,,
576,Menraku,Tempura Soba,Bowl,Japan,3.75,N,,,
575,Batchelors,Super Noodles Barbecue Beef,Pack,UK,3.5,N,,,
574,Maggi,2 Minute Noodles Tricky Tomato,Pack,India,3.75,N,,,
573,Noah Foods,Phoya Chicken,Bowl,Vietnam,2,N,,,
572,Maruchan,Yakisoba Tomato Basil,Tray,USA,3,N,,,
571,Shirakiku,Japanese Style Tokusen Sio,Pack,Japan,3.25,N,,,
570,O Sung,Keopnurungji Rice Snack,Cup,South Korea,2.5,N,,,
569,Saigon Ve Wong,Kung Fu Suc Song Artificial Pork,Bowl,Vietnam,3,N,,,
568,Paldo,Gomtang,Cup,South Korea,4,N,,,
567,Goku Uma,Soy Sauce,Bowl,Japan,3.5,N,,,
566,Foodmon,DJ DOC Jjolmyeon,Bowl,South Korea,5,N,,,
565,Batchelors,Super Noodles To Go Curry,Bowl,UK,4,N,,,
564,Uni-President,One More Cup Kimchi,Cup,Taiwan,3.75,N,,,
563,Yum Yum,Duck,Pack,Thailand,3.25,N,,,
562,Batchelors,Super Noodles Bacon,Pack,UK,4.25,N,,,
561,Sahmyook,Vegetable,Pack,South Korea,3.25,N,,,
560,Myojo,Ippeichan Soy Sauce,Bowl,Japan,4,N,,,
559,Wai Wai,Quick Tom Yum Shrimp,Cup,Thailand,3,N,,,
558,Long Kow,Crystal Noodles Vegetables,Bowl,China,1.5,N,,,
557,Batchelors,Super Noodles Souther Fried Chicken,Pack,UK,3.75,N,,,
556,Mi Sedaap,Mi Goreng Perisa Asli,Pack,Indonesia,4.75,N,,,
555,Batchelors,Super Noodles Chinese Chow Mein,Pack,UK,2.75,N,,,
554,Yum Yum,Shrimp Tom Yum Flavor,Pack,Thailand,3.5,N,,,
553,Samyang,60 Ingredients,Cup,South Korea,2.75,N,,,
552,Super Bihun,Kuah Rasa Baso Sapi Rice Noodles,Pack,Indonesia,3,N,,,
551,Batchelors,Super Noodles Chicken,Pack,UK,3.25,N,,,
550,Nissin,Taisho Fried Noodle Yakisoba,Pack,Japan,4.25,N,,,
549,Mi Sedaap,Supreme Soto,Pack,Indonesia,4,N,,,
548,Pot Noodle,Original Curry,Cup,UK,3.75,N,,,
547,Lucky Me!,Pancit Canton Sweet Spicy,Pack,Philippines,5,N,,,
546,Yum Yum,Vegetable,Pack,Thailand,3.5,N,,,
545,Golden Wheat,South Korean Style Spicy Beef,Pack,China,3.5,N,,,
544,Unox,Good Noodles Chicken,Pack,Holland,3.5,N,,,
543,Menraku,Curry Udon,Bowl,Japan,4.75,N,,,
542,Mi Sedaap,Mi SupArtificial Chicken Special,Pack,Indonesia,3,N,,,
541,Yum Yum,Chicken,Pack,Thailand,3.5,N,,,
540,Nissin,Top Ramen Chicken,Pack,USA,3.25,N,,,
539,Nissin,Demae Ramen Chicken,Pack,Japan,3,N,,,
538,Lucky Me!,Lomi Seafood Vegetable,Pack,Philippines,0.5,N,,,
537,Mama,Pad Kee Mao Drunken,Pack,Thailand,2,N,,,
536,Ottogi,Yeul Ramyun,Pack,South Korea,4.25,N,,,
535,Wai Wai,Chicken Flavor,Pack,Thailand,0.9,N,,,
534,Mama,Pho Ga,Pack,Thailand,3.1,N,,,
533,Paldo,Gomtang,Pack,South Korea,4.75,N,,,
532,Doll,Spicy Tomkotsu,Pack,Hong Kong,4.25,N,,,
531,Yum Yum,Beef,Pack,Thailand,3.25,N,,,
530,Mee Jang,Artificial Shrimp Tom yum,Bowl,Thailand,3.5,N,,,
529,Sapporo Ichiban,Hot Spicy Chicken,Pack,USA,2,N,,,
528,Unox,Good Noodles Vegetable,Pack,Holland,3.75,N,,,
527,Little Cook,Wheat Gluten Stewed Duck Flavoured,Bowl,Thailand,2.75,N,,,
526,Annie Chun's,Soy Ginger Ramen,Pack,USA,1.5,N,,,
525,JML,Artificial Spicy Hot Beef,Pack,China,3.75,N,,,
524,Nissin,Cup Noodles Spicy Seafood,Cup,Hong Kong,3.75,N,,,
523,Dragonfly,Artificial Hot & Sour Shrimp,Bowl,China,4.5,N,,,
522,Samyang,Hot Beef,Pack,South Korea,4.25,N,,,
521,Menraku,Soy Sauce,Bowl,Japan,4.25,N,,,
520,Nan Hsing,Vegetarian Rice Noodles,Bowl,Taiwan,0.25,N,,,
519,Snapdragon,Beijing Vegetable Rice Noodle,Cup,Singapore,2,N,,,
518,Dragonfly,Artificial Chicken,Bowl,China,4.5,N,,,
517,Thai Kitchen,Thai Ginger Rice Noodle,Pack,USA,4.25,N,,,
516,Wang,Champong Spicy Seafood,Bowl,South Korea,3.5,N,,,
515,Tradition,Imitation Beef,Cup,USA,2.5,N,,,
514,Shirakiku,Sanukiya Fresh Spicy Ramen,Bowl,Japan,3,N,,,
513,Dragonfly,Artificial Onion,Bowl,China,4,N,,,
512,Paldo,Big Bowl Noodle,Bowl,South Korea,3.75,N,,,
511,Menraku,Miso,Bowl,Japan,2.75,N,,,
510,Snapdragon,South Korean Kimchi Rice Noodle,Cup,Singapore,3.75,N,,,
509,Ve Wong,Kung Fu Shrimp,Bowl,Taiwan,4,N,,,
508,Samyang,Beef,Cup,South Korea,3.75,N,,,
507,Dragonfly,Artificial Seafood,Bowl,China,3.75,N,,,
506,Nongshim,Oolongmen Beef,Cup,South Korea,2.5,N,,,
505,JML,Artificial Spicy Beef,Pack,China,3.5,N,,,
504,Knorr,Pizza,Pack,Pakistan,3,N,,,
503,GreeNoodle,Miso,Pack,Thailand,1,N,,,
502,Sunlee,Beef Rice Stick,Bowl,Thailand,2,N,,,
501,Nongshim,Neoguri Mild,Pack,South Korea,3.25,N,,,
500,Mexi-Ramen,Soupless Ramen Shallot Teriyaki,Pack,USA,2.5,N,,,
499,Dragonfly,Artificial Beef,Bowl,China,4.75,N,,,
498,Hsin Tung Yang,Tiny Noodle With Oyster Flavor,Pack,Taiwan,0,N,,,
497,Nissin,Demae Iccho Seafood & Abalone Macaroni,Pack,Japan,4,N,,,
496,Maruchan,Yakisoba Shrimp,Tray,USA,2.75,N,,,
495,Ottogi,Jin Ramen (Mild),Pack,South Korea,3.25,N,,,
494,Snapdragon,Tomato Seafood Rice Noodle,Cup,Singapore,3.5,N,,,
493,Pulmuone,Fresh Ramen Spicy,Pack,South Korea,3,N,,,
492,Noah Foods,Phoya Rice Noodles Beef,Bowl,Vietnam,2.75,N,,,
491,JML,Artificial Stew Beef,Pack,China,3.75,N,,,
490,Foodmon,DJ DOC Instant rice Ramen Topokki,Bowl,South Korea,5,N,,,
489,JML,Stew Pork,Pack,China,3.25,N,,,
488,Kailo,Big Bowl Crab ,Bowl,Hong Kong,3.5,N,,,
487,Kailo,Big Bowl Artificial Chicken,Bowl,Hong Kong,2.75,N,,,
486,Kamfen,Japanese U-Don Lobster Scallop,Pack,China,3,N,,,
485,Ottogi,Hot & Spicy Ramen,Cup,South Korea,3,N,,,
484,Ottogi,Bekse Curry Myon,Cup,South Korea,4.25,N,,,
483,Itomen,Yellow Buckwheat,Bowl,Japan,4.5,N,,,
482,Menraku,Shio,Bowl,Japan,4.5,N,,,
481,Thai Kitchen,Roasted Garlic Rice Noodle,Bowl,USA,3.75,N,,,
480,Thai Kitchen,Mushroom Rice Noodle,Bowl,USA,3.25,N,,,
479,Nongshim,Potato Noodle Soup,Pack,South Korea,3.75,N,,,
478,Vedan,Mushroom & Artificial Cuttlefish,Pack,Taiwan,1.75,N,,,
477,Mr. Udon,Malaysian Beef Udon,Pack,South Korea,3,N,,,
476,Annie Chun's,Teriyaki Noodle,Bowl,USA,1.75,N,,,
475,Gefen,Vegetable,Pack,USA,3.25,N,,,
474,Saigon Ve Wong,Kung Fu Rice Noodle Shrimp Crab ,Bowl,Vietnam,3.75,N,,,
473,Myojo,Ramen-Desse Miso Soybean Paste,Bowl,Japan,4.5,N,,,
472,Thai Kitchen,Spring Onion Rice Noodle,Bowl,USA,3.75,N,,,
471,Koyo,Lemongrass ginger,Pack,USA,1.5,N,,,
470,Maruchan,Ramen Noodle Soup Chicken Mushroom,Pack,USA,3.25,N,,,
469,Gefen,Chicken,Pack,USA,3.5,N,,,
468,Paldo,Snack Noodle slightly Hot,Pack,South Korea,3.75,N,,,
467,Vifon,Tu Quy Sour Spicy Shrimp,Pack,Vietnam,1.75,N,,,
466,Saigon Ve Wong,Kung Fu Rice Noodle Artificial Beef,Bowl,Vietnam,3.5,N,,,
465,Nissin,Souper Meal Picante Shrimp Hot Spicy,Bowl,USA,2.75,N,,,
464,Mama,Vegetable,Pack,Thailand,3.25,N,,,
463,Ottogi,Ppushu Ppushu Barbecue,Pack,South Korea,3,N,,,
462,Nissin,Top Ramen Shrimp,Pack,USA,3.5,N,,,
461,Samyang,Sutah Hot Spicy Beef,Pack,South Korea,3.5,N,,,
460,Menraku,Tempura Udon,Bowl,Japan,5,N,,,
459,Gefen,Imitation Chicken Vegetarian,Pack,USA,3,N,,,
458,Ve Wong,Kung Fu Artificial Beef Rice Noodle,Bowl,Taiwan,3.75,N,,,
457,Ibumie,Harmee Mee goreng Prawn,Pack,Malaysia,4.5,N,,,
456,Ve Wong,Kung Fu Artificial Szechuan Pork,Bowl,Taiwan,3.75,N,,,
455,Baijia,Single Noble Pickled Radish & Duck,Cup,China,0.25,N,,,
454,Koyo,Asian Vegetable,Pack,USA,1.5,N,,,
453,Nongshim,Bowl Noodle Savory Chicken,Bowl,USA,3.25,N,,,
452,Myojo,Hyoubanya No Chukasoba Soy Sauce,Pack,Japan,4,N,,,
451,Myojo,Ippeichan Soybean Paste,Bowl,Japan,4,N,,,
450,Ottogi,Ppushu Ppushu Tteobokki,Pack,South Korea,3.25,N,,,
449,Wu Mu,Beef Flavor Ramen,Pack,Taiwan,4.25,N,,,
448,Ve Wong,Kung Fu Artificial Sesame Chicken,Bowl,Taiwan,3.75,N,,,
447,Ve Wong,Little Prince Bacon,Pack,Vietnam,4.75,N,,,
446,Sao Tao,Noodle King Hong Koing Style Wonton,Bowl,Hong Kong,2.25,N,,,
445,iNoodle,Taiwan Style Chow Mein,Pack,Taiwan,2.25,N,,,
444,Mr. Udon,Chicken,Pack,South Korea,3.25,N,,,
443,Lucky Me!,N-Rich Chicken Tinola,Pack,Philippines,4,N,,,
442,Nongshim,Kalguksoo,Pack,South Korea,4.5,N,,,
441,Ottogi,Spice Seafood,Pack,South Korea,3.75,N,,,
440,Maruchan,Instant Lunch Hot spicy Beef,Cup,USA,2.75,N,,,
439,Little Cook,Tom Yum Seafood Creamy,Bowl,Thailand,3,N,,,
438,Samyang,Beef,Bowl,South Korea,3.75,N,,,
437,Nongshim,Big Bowl Spicy Kimchi,Bowl,South Korea,3.25,N,,,
436,Unif,Artificial Beef With Sauerkraut,Bowl,Taiwan,3.75,N,,,
435,Mi Sedaap,Mie Sambal Goreng,Pack,Indonesia,4.25,N,,,
433,Lucky Me!,Supreme Bulalo,Bowl,Philippines,3.25,N,,,
432,Ve Wong,Instant Bean Thread Seafood,Bowl,Taiwan,2.5,N,,,
431,Unif / Tung-I,Chinese Onion Rice Noodle,Pack,Taiwan,2.75,N,,,
430,Quickchow,Pancit Canton toyo Mansi,Pack,Philippines,5,N,,,
429,Quickchow,Chicken Mami,Pack,Philippines,3.75,N,,,
428,Kamfen,E Menm Chicken,,China,3.75,N,,,
427,Koka,Mi Hai Cua Crab Flavor,Pack,Singapore,5,N,,,
426,Vifon,Tu quy Chicken,Pack,Vietnam,3,N,,,
425,Chikara,Shrimp Udon,Pack,USA,4.5,N,,,
424,Q,Noodle With Sesame Sauce,Pack,Taiwan,3.25,N,,,
423,Noodle Time,Shin Cup,Cup,South Korea,3,N,,,
422,Vifon,Mi Lau Thai Thai Stle,Bowl,Vietnam,4,N,,,
421,Myojo,Kakesoba Desse Soy Sauce,Bowl,Japan,2.75,N,,,
420,Sapporo Ichiban,Beef Flavorc,Cup,USA,3.5,N,,,
419,Myojo,Ramen Desse Shio,Bowl,Japan,4.25,N,,,
418,iNoodle,Udon Noodle Soup Oriental,Pack,Taiwan,3.75,N,,,
417,Vifon,Tu Quy Spicy Beef,Pack,Vietnam,3.5,N,,,
416,Sapporo Ichiban,Chicken Flavor,Cup,USA,3.75,N,,,
415,Ve Wong,Artificial Classic Beef,Bowl,Taiwan,3.75,N,,,
